filename,success,confidence,detected_serial,processing_time
IMG-20250813-WA0024.jpg,False,0.0,,0.12858343124389648
IMG-20250813-WA0025.jpg,False,0.0,,0.06569790840148926
IMG-20250813-WA0026.jpg,False,0.0,,0.05237555503845215
IMG-20250813-WA0027.jpg,False,0.0,,0.08404159545898438
IMG-20250813-WA0028.jpg,False,0.0,,0.0660085678100586
IMG-20250813-WA0029.jpg,False,0.0,,0.06671142578125
IMG-20250813-WA0030.jpg,False,0.0,,0.18980908393859863
IMG-20250813-WA0031.jpg,False,0.0,,0.16808319091796875
IMG-20250813-WA0032.jpg,False,0.0,,0.18906044960021973
IMG-20250813-WA0033.jpg,False,0.0,,0.18371105194091797
IMG-20250813-WA0034.jpg,False,0.0,,0.15963006019592285
IMG-20250813-WA0035.jpg,False,0.0,,0.157745361328125
IMG-20250813-WA0036.jpg,False,0.0,,0.20998501777648926
IMG-20250813-WA0037.jpg,False,0.0,,0.16765284538269043
IMG-20250813-WA0038.jpg,False,0.0,,0.1882915496826172
IMG-20250813-WA0039.jpg,False,0.0,,0.16012048721313477
IMG-20250813-WA0040.jpg,False,0.0,,0.1946699619293213
IMG-20250813-WA0041.jpg,False,0.0,,0.18407964706420898
IMG-20250813-WA0042.jpg,False,0.0,,0.19678759574890137
IMG-20250813-WA0043.jpg,False,0.0,,0.15786457061767578
IMG-20250813-WA0044.jpg,False,0.0,,0.16474366188049316
IMG-20250813-WA0045.jpg,False,0.0,,0.2097187042236328
IMG-20250813-WA0046.jpg,False,0.0,,0.149169921875
IMG-20250813-WA0047.jpg,False,0.0,,0.17044544219970703
IMG-20250813-WA0048.jpg,False,0.0,,0.18069243431091309
